 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2010
"Município";"Sem instrução/1º ciclo fundamental incompleto";"1º ciclo fundamental completo/2º ciclo incompleto";"2º ciclo fundamental completo ou mais";"Não determinada";"Total"
"260805 JATOBA";36,21;13,66;41,90;8,23;100,00
"260810 JOAO ALFREDO";49,80;12,89;27,70;9,60;100,00
"260820 JOAQUIM NABUCO";42,06;17,80;28,88;11,25;100,00
"260825 JUCATI";48,24;13,85;27,62;10,29;100,00
"260830 JUPI";44,32;13,49;30,49;11,69;100,00
"260840 JUREMA";53,73;13,54;19,95;12,78;100,00
"260845 LAGOA DO CARRO";38,18;17,04;32,78;12,00;100,00
"260850 LAGOA DE ITAENGA";38,56;19,05;32,04;10,35;100,00
"260860 LAGOA DO OURO";54,29;13,93;21,42;10,37;100,00
"260870 LAGOA DOS GATOS";52,24;14,49;22,66;10,62;100,00
"260875 LAGOA GRANDE";36,20;14,65;36,79;12,36;100,00
"260880 LAJEDO";39,60;15,39;33,35;11,66;100,00
"260890 LIMOEIRO";32,17;12,64;44,82;10,37;100,00
"260900 MACAPARANA";41,43;14,28;33,25;11,05;100,00
"260910 MACHADOS";48,64;10,36;30,95;10,06;100,00
"260915 MANARI";54,72;13,97;19,49;11,82;100,00
"260920 MARAIAL";45,50;17,02;27,75;9,73;100,00
"260930 MIRANDIBA";40,23;11,34;36,82;11,62;100,00
"260940 MORENO";29,63;16,13;43,52;10,72;100,00
"260950 NAZARE DA MATA";31,03;14,26;44,41;10,31;100,00
"260960 OLINDA";15,91;12,87;61,97;9,25;100,00
"260970 OROBO";46,17;9,89;32,36;11,57;100,00
"260980 OROCO";35,13;15,16;37,26;12,45;100,00
"260990 OURICURI";47,10;14,37;29,35;9,18;100,00
"261000 PALMARES";31,02;15,61;43,45;9,93;100,00
"261010 PALMEIRINA";47,17;13,76;28,90;10,18;100,00
"261020 PANELAS";47,86;15,15;24,28;12,71;100,00
"261030 PARANATAMA";50,62;12,34;24,37;12,67;100,00
"261040 PARNAMIRIM";41,65;14,28;34,21;9,86;100,00
"261050 PASSIRA";48,91;12,52;29,15;9,42;100,00
"261060 PAUDALHO";32,59;15,31;40,32;11,78;100,00
"261070 PAULISTA";14,05;12,47;64,87;8,60;100,00
"261080 PEDRA";47,94;13,33;28,68;10,05;100,00
"261090 PESQUEIRA";36,51;15,89;37,14;10,47;100,00
"261100 PETROLANDIA";29,03;17,52;41,41;12,03;100,00
"261110 PETROLINA";22,90;14,81;52,38;9,91;100,00
"261120 POCAO";48,97;14,70;23,12;13,20;100,00
"261130 POMBOS";44,02;15,78;31,17;9,02;100,00
"261140 PRIMAVERA";40,03;17,86;30,94;11,18;100,00
"261150 QUIPAPA";54,44;12,03;24,64;8,89;100,00
"261153 QUIXABA";42,74;17,37;29,71;10,19;100,00
"261160 RECIFE";15,30;11,80;65,04;7,85;100,00
"261170 RIACHO DAS ALMAS";50,32;14,42;23,35;11,91;100,00
"261180 RIBEIRAO";37,00;14,59;39,21;9,20;100,00
"261190 RIO FORMOSO";38,48;14,19;38,14;9,19;100,00
"261200 SAIRE";46,66;15,02;25,30;13,02;100,00
"261210 SALGADINHO";54,75;10,91;25,14;9,21;100,00
"261220 SALGUEIRO";29,12;14,51;44,64;11,73;100,00
"261230 SALOA";46,80;15,42;25,78;12,00;100,00
"261240 SANHARO";36,66;14,55;34,82;13,97;100,00
"261245 SANTA CRUZ";47,01;13,29;26,61;13,10;100,00
"261247 SANTA CRUZ DA BAIXA VERDE";35,51;17,40;34,16;12,93;100,00
"261250 SANTA CRUZ DO CAPIBARIBE";32,54;18,67;35,04;13,75;100,00
"261255 SANTA FILOMENA";52,58;12,94;23,47;11,00;100,00
"261260 SANTA MARIA DA BOA VISTA";37,36;16,29;34,74;11,61;100,00
"261270 SANTA MARIA DO CAMBUCA";49,94;16,08;21,43;12,55;100,00
"261280 SANTA TEREZINHA";37,38;15,70;34,00;12,93;100,00
"261290 SAO BENEDITO DO SUL";53,56;13,43;25,41;7,60;100,00
"261300 SAO BENTO DO UNA";43,53;16,50;29,11;10,86;100,00
"261310 SAO CAITANO";41,41;17,82;29,07;11,70;100,00
"261320 SAO JOAO";47,54;16,54;26,34;9,58;100,00
"261330 SAO JOAQUIM DO MONTE";50,46;18,46;20,73;10,35;100,00
"261340 SAO JOSE DA COROA GRANDE";30,53;18,09;41,39;9,98;100,00
"261350 SAO JOSE DO BELMONTE";40,87;13,75;35,31;10,06;100,00
"261360 SAO JOSE DO EGITO";36,64;15,35;36,02;11,99;100,00
"261370 SAO LOURENCO DA MATA";27,88;15,86;45,57;10,69;100,00
"261380 SAO VICENTE FERRER";45,70;16,26;24,95;13,09;100,00
"261390 SERRA TALHADA";31,53;14,54;43,56;10,37;100,00
"261400 SERRITA";39,18;12,36;35,25;13,22;100,00
"261410 SERTANIA";38,41;13,52;35,16;12,91;100,00
"261420 SIRINHAEM";36,25;17,49;35,51;10,75;100,00
"261430 MOREILANDIA";39,55;12,96;36,62;10,87;100,00
"261440 SOLIDAO";37,14;19,26;30,49;13,10;100,00
"261450 SURUBIM";38,38;14,43;37,48;9,71;100,00
"261460 TABIRA";36,06;17,67;34,33;11,94;100,00
"261470 TACAIMBO";49,32;13,75;25,88;11,05;100,00
"261480 TACARATU";40,46;12,99;35,73;10,82;100,00
"261485 TAMANDARE";35,41;17,28;35,10;12,22;100,00
"261500 TAQUARITINGA DO NORTE";33,63;16,04;33,44;16,89;100,00
"261510 TEREZINHA";48,40;13,84;25,61;12,14;100,00
"261520 TERRA NOVA";34,59;15,26;35,96;14,19;100,00
"261530 TIMBAUBA";33,70;17,12;37,72;11,46;100,00
"261540 TORITAMA";33,19;22,65;29,61;14,54;100,00
"261550 TRACUNHAEM";37,36;19,25;32,45;10,94;100,00
"261560 TRINDADE";45,16;14,30;29,37;11,17;100,00
"261570 TRIUNFO";31,58;14,88;42,87;10,67;100,00
"261580 TUPANATINGA";54,84;13,30;20,32;11,54;100,00
"261590 TUPARETAMA";38,80;15,74;35,54;9,92;100,00
"261600 VENTUROSA";37,85;15,99;31,49;14,67;100,00
"261610 VERDEJANTE";41,51;13,40;33,18;11,91;100,00
"261618 VERTENTE DO LERIO";51,45;10,44;26,33;11,78;100,00
"261620 VERTENTES";41,24;18,42;28,87;11,47;100,00
"261630 VICENCIA";40,63;11,90;37,61;9,86;100,00
"261640 VITORIA DE SANTO ANTAO";33,24;16,24;39,76;10,76;100,00
"261650 XEXEU";45,69;13,14;31,04;10,12;100,00
"270010 AGUA BRANCA";51,58;13,44;25,81;9,16;100,00
"270020 ANADIA";46,59;14,12;30,02;9,27;100,00
"270030 ARAPIRACA";33,47;15,78;41,89;8,86;100,00
"270040 ATALAIA";46,05;15,44;27,97;10,54;100,00
"270050 BARRA DE SANTO ANTONIO";40,23;18,50;28,98;12,29;100,00
"270060 BARRA DE SAO MIGUEL";33,73;18,76;35,17;12,34;100,00
"270070 BATALHA";40,20;15,98;33,64;10,18;100,00
"270080 BELEM";40,98;17,44;28,29;13,29;100,00
"270090 BELO MONTE";53,63;15,73;19,98;10,66;100,00
"270100 BOCA DA MATA";38,26;15,92;36,32;9,50;100,00
"270110 BRANQUINHA";52,70;16,78;19,33;11,19;100,00
"270120 CACIMBINHAS";52,43;14,09;22,06;11,43;100,00
"270130 CAJUEIRO";42,51;16,31;30,60;10,59;100,00
"270135 CAMPESTRE";42,05;20,08;28,26;9,62;100,00
"270140 CAMPO ALEGRE";38,68;17,47;34,67;9,18;100,00
"270150 CAMPO GRANDE";53,53;16,01;21,94;8,51;100,00
"270160 CANAPI";54,38;17,48;17,98;10,16;100,00
"270170 CAPELA";41,76;16,39;31,77;10,08;100,00
"270180 CARNEIROS";43,46;19,83;25,27;11,44;100,00
"270190 CHA PRETA";47,87;11,95;30,54;9,65;100,00
"270200 COITE DO NOIA";55,69;12,90;21,23;10,18;100,00
"270210 COLONIA LEOPOLDINA";48,84;18,09;22,60;10,47;100,00
"270220 COQUEIRO SECO";39,45;17,77;32,20;10,57;100,00
"270230 CORURIPE";31,28;18,38;38,85;11,49;100,00
"270235 CRAIBAS";51,90;15,02;22,78;10,30;100,00
"270240 DELMIRO GOUVEIA";39,05;16,75;34,27;9,92;100,00
"270250 DOIS RIACHOS";56,67;12,58;22,53;8,22;100,00
"270255 ESTRELA DE ALAGOAS";53,64;12,41;21,87;12,08;100,00
"270260 FEIRA GRANDE";52,04;17,07;22,64;8,25;100,00
"270270 FELIZ DESERTO";37,62;20,78;29,53;12,06;100,00
"270280 FLEXEIRAS";45,33;18,81;24,37;11,50;100,00
"270290 GIRAU DO PONCIANO";46,80;17,83;24,28;11,08;100,00
"270300 IBATEGUARA";54,49;13,79;21,30;10,41;100,00
"270310 IGACI";53,32;13,23;25,43;8,03;100,00
"270320 IGREJA NOVA";48,70;15,67;26,92;8,71;100,00
"270330 INHAPI";56,61;13,11;16,42;13,86;100,00
"270340 JACARE DOS HOMENS";43,72;13,72;30,70;11,86;100,00
"270350 JACUIPE";41,60;20,15;24,72;13,53;100,00
"270360 JAPARATINGA";40,33;19,75;29,87;10,04;100,00
"270370 JARAMATAIA";46,73;15,11;30,46;7,70;100,00
"270375 JEQUIA DA PRAIA";44,62;16,40;26,80;12,19;100,00
"270380 JOAQUIM GOMES";49,07;16,54;21,90;12,48;100,00
"270390 JUNDIA";38,30;18,65;28,21;14,84;100,00
"270400 JUNQUEIRO";42,61;18,05;29,04;10,31;100,00
"270410 LAGOA DA CANOA";48,40;14,13;27,59;9,88;100,00
"270420 LIMOEIRO DE ANADIA";50,34;11,68;28,19;9,79;100,00
"270430 MACEIO";20,79;13,46;57,88;7,87;100,00
"270440 MAJOR ISIDORO";48,98;13,25;26,78;10,99;100,00
"270450 MARAGOGI";41,05;15,70;32,60;10,65;100,00
"270460 MARAVILHA";41,56;15,22;28,73;14,50;100,00
"270470 MARECHAL DEODORO";33,02;16,18;41,43;9,38;100,00
"270480 MARIBONDO";44,61;17,14;28,94;9,32;100,00
"270490 MAR VERMELHO";49,12;15,04;28,47;7,37;100,00
"270500 MATA GRANDE";52,84;14,93;20,49;11,75;100,00
"270510 MATRIZ DE CAMARAGIBE";44,05;15,07;31,35;9,53;100,00
"270520 MESSIAS";42,06;17,02;29,82;11,10;100,00
"270530 MINADOR DO NEGRAO";50,12;15,14;23,38;11,36;100,00
"270540 MONTEIROPOLIS";48,50;16,14;25,64;9,73;100,00
"270550 MURICI";42,87;20,05;26,05;11,04;100,00
"270560 NOVO LINO";50,12;16,21;23,51;10,17;100,00
"270570 OLHO D'AGUA DAS FLORES";41,97;19,70;28,43;9,90;100,00
"270580 OLHO D'AGUA DO CASADO";48,80;18,29;20,12;12,79;100,00
"270590 OLHO D'AGUA GRANDE";55,21;14,34;21,25;9,20;100,00
"270600 OLIVENCA";52,36;18,84;17,84;10,97;100,00
"270610 OURO BRANCO";40,87;17,71;29,52;11,91;100,00
"270620 PALESTINA";45,41;14,88;29,89;9,82;100,00
"270630 PALMEIRA DOS INDIOS";38,11;13,73;38,26;9,90;100,00
"270640 PAO DE ACUCAR";38,96;13,98;35,62;11,44;100,00
"270642 PARICONHA";47,51;16,44;23,26;12,80;100,00
"270644 PARIPUEIRA";34,31;18,45;35,91;11,33;100,00
"270650 PASSO DE CAMARAGIBE";43,55;18,19;26,14;12,11;100,00
"270660 PAULO JACINTO";43,91;15,36;33,01;7,73;100,00
"270670 PENEDO";33,81;14,81;40,55;10,83;100,00
"270680 PIACABUCU";41,35;13,47;32,67;12,51;100,00
"270690 PILAR";38,35;15,14;36,12;10,38;100,00
"270700 PINDOBA";48,37;12,78;27,20;11,65;100,00
"270710 PIRANHAS";45,40;12,25;31,11;11,24;100,00
"270720 POCO DAS TRINCHEIRAS";46,22;15,20;24,59;13,99;100,00
"270730 PORTO CALVO";38,41;18,35;33,99;9,25;100,00
"270740 PORTO DE PEDRAS";43,80;19,42;24,78;12,00;100,00
"270750 PORTO REAL DO COLEGIO";49,54;13,33;29,04;8,09;100,00
"270760 QUEBRANGULO";48,17;13,50;26,28;12,04;100,00
"270770 RIO LARGO";27,07;19,32;43,53;10,08;100,00
"270780 ROTEIRO";48,31;22,05;21,02;8,62;100,00
"270790 SANTA LUZIA DO NORTE";33,72;23,50;32,01;10,76;100,00
"270800 SANTANA DO IPANEMA";41,26;16,71;33,34;8,69;100,00
"270810 SANTANA DO MUNDAU";55,03;14,13;22,76;8,09;100,00
"270820 SAO BRAS";44,00;16,85;30,66;8,49;100,00
"270830 SAO JOSE DA LAJE";44,05;17,41;29,43;9,11;100,00
"270840 SAO JOSE DA TAPERA";50,16;16,82;24,14;8,88;100,00
"270850 SAO LUIS DO QUITUNDE";45,92;14,56;27,76;11,76;100,00
"270860 SAO MIGUEL DOS CAMPOS";31,44;18,20;40,36;10,00;100,00
"270870 SAO MIGUEL DOS MILAGRES";33,74;20,06;35,15;11,05;100,00
"270880 SAO SEBASTIAO";46,76;15,68;25,69;11,87;100,00
"270890 SATUBA";27,99;13,60;49,92;8,50;100,00
"270895 SENADOR RUI PALMEIRA";46,37;18,07;24,54;11,02;100,00
"270900 TANQUE D'ARCA";50,85;15,03;25,08;9,03;100,00
"270910 TAQUARANA";46,90;17,04;22,88;13,18;100,00
"270915 TEOTONIO VILELA";37,28;18,77;30,52;13,43;100,00
"270920 TRAIPU";54,44;14,00;22,13;9,43;100,00
"270930 UNIAO DOS PALMARES";44,11;15,44;31,32;9,13;100,00
"270940 VICOSA";42,96;13,41;33,79;9,84;100,00
"280010 AMPARO DE SAO FRANCISCO";32,01;15,11;41,92;10,96;100,00
"280020 AQUIDABA";42,25;17,56;30,15;10,05;100,00
"280030 ARACAJU";14,83;10,80;67,70;6,68;100,00
"280040 ARAUA";42,50;15,76;30,59;11,15;100,00
"280050 AREIA BRANCA";40,86;17,94;29,36;11,83;100,00
"280060 BARRA DOS COQUEIROS";28,11;16,15;46,89;8,86;100,00
"280067 BOQUIM";37,97;17,37;34,52;10,14;100,00
"280070 BREJO GRANDE";44,72;13,37;27,99;13,92;100,00
"280100 CAMPO DO BRITO";45,81;13,18;31,48;9,54;100,00
"280110 CANHOBA";44,32;13,72;31,29;10,67;100,00
"280120 CANINDE DE SAO FRANCISCO";44,72;16,25;29,07;9,97;100,00
"280130 CAPELA";34,72;18,03;36,77;10,48;100,00
"280140 CARIRA";49,53;12,85;26,47;11,15;100,00
"280150 CARMOPOLIS";26,02;15,52;46,61;11,85;100,00
"280160 CEDRO DE SAO JOAO";33,29;15,07;40,09;11,55;100,00
"280170 CRISTINAPOLIS";45,37;17,66;25,99;10,98;100,00
"280190 CUMBE";40,97;12,32;34,97;11,75;100,00
"280200 DIVINA PASTORA";31,19;15,53;41,01;12,27;100,00
"280210 ESTANCIA";28,71;17,27;44,59;9,43;100,00
"280220 FEIRA NOVA";45,64;13,83;31,31;9,22;100,00
"280230 FREI PAULO";43,62;17,67;26,43;12,28;100,00
"280240 GARARU";49,52;13,91;26,56;10,01;100,00
"280250 GENERAL MAYNARD";26,34;14,37;48,56;10,73;100,00
"280260 GRACHO CARDOSO";47,67;11,32;28,26;12,76;100,00
"280270 ILHA DAS FLORES";36,09;16,84;32,06;15,01;100,00
"280280 INDIAROBA";34,52;19,79;33,39;12,30;100,00
"280290 ITABAIANA";37,48;14,30;36,54;11,68;100,00
"280300 ITABAIANINHA";46,82;16,44;26,11;10,63;100,00
"280310 ITABI";43,84;10,19;32,20;13,77;100,00
"280320 ITAPORANGA D'AJUDA";44,79;13,91;32,89;8,41;100,00
"280330 JAPARATUBA";30,46;16,47;43,35;9,72;100,00
"280340 JAPOATA";43,49;14,92;29,28;12,31;100,00
"280350 LAGARTO";38,15;15,21;35,86;10,78;100,00
"280360 LARANJEIRAS";25,21;17,72;47,12;9,95;100,00
"280370 MACAMBIRA";45,33;12,86;29,19;12,63;100,00
"280380 MALHADA DOS BOIS";36,49;16,15;37,36;10,00;100,00
"280390 MALHADOR";43,70;16,05;28,55;11,70;100,00
"280400 MARUIM";27,63;17,95;41,48;12,94;100,00
"280410 MOITA BONITA";47,45;16,81;23,94;11,81;100,00
"280420 MONTE ALEGRE DE SERGIPE";48,86;12,80;27,72;10,63;100,00
"280430 MURIBECA";35,24;14,24;39,37;11,15;100,00
"280440 NEOPOLIS";36,04;13,78;39,62;10,56;100,00
"280445 NOSSA SENHORA APARECIDA";54,45;11,01;26,51;8,03;100,00
"280450 NOSSA SENHORA DA GLORIA";40,60;15,90;32,05;11,45;100,00
"280460 NOSSA SENHORA DAS DORES";39,96;16,51;33,06;10,48;100,00
"280470 NOSSA SENHORA DE LOURDES";39,97;13,74;36,75;9,53;100,00
"280480 NOSSA SENHORA DO SOCORRO";21,92;17,45;49,89;10,74;100,00
"280490 PACATUBA";44,09;13,23;31,60;11,07;100,00
"280500 PEDRA MOLE";44,96;10,17;34,48;10,39;100,00
"280510 PEDRINHAS";39,83;17,79;33,35;9,03;100,00
"280520 PINHAO";43,47;13,78;31,33;11,41;100,00
"280530 PIRAMBU";34,65;16,39;37,05;11,90;100,00
"280540 POCO REDONDO";50,78;14,67;22,60;11,95;100,00
"280550 POCO VERDE";46,42;17,53;23,55;12,50;100,00
"280560 PORTO DA FOLHA";43,76;13,38;31,07;11,78;100,00
"280570 PROPRIA";26,71;16,59;47,75;8,95;100,00
"280580 RIACHAO DO DANTAS";51,15;13,92;22,53;12,39;100,00
"280590 RIACHUELO";28,22;16,21;44,95;10,62;100,00
"280600 RIBEIROPOLIS";39,46;18,18;32,34;10,02;100,00
"280610 ROSARIO DO CATETE";25,45;17,66;48,54;8,35;100,00
"280620 SALGADO";41,41;15,18;33,29;10,12;100,00
"280630 SANTA LUZIA DO ITANHY";47,33;15,91;26,18;10,58;100,00
"280640 SANTANA DO SAO FRANCISCO";31,19;18,36;40,75;9,71;100,00
"280650 SANTA ROSA DE LIMA";40,03;11,25;36,18;12,54;100,00
"280660 SANTO AMARO DAS BROTAS";28,59;16,54;43,76;11,11;100,00
"280670 SAO CRISTOVAO";23,86;16,77;49,95;9,41;100,00
"280680 SAO DOMINGOS";44,91;13,06;29,65;12,38;100,00
"280690 SAO FRANCISCO";42,16;14,81;31,86;11,17;100,00
"280700 SAO MIGUEL DO ALEIXO";50,15;15,62;25,13;9,10;100,00
"280710 SIMAO DIAS";43,46;14,71;32,35;9,48;100,00
"280720 SIRIRI";33,05;14,12;42,22;10,61;100,00
"280730 TELHA";35,21;14,89;40,17;9,74;100,00
"280740 TOBIAS BARRETO";44,98;16,73;27,33;10,96;100,00
"280750 TOMAR DO GERU";48,45;15,54;25,97;10,04;100,00
"280760 UMBAUBA";37,49;18,41;31,09;13,01;100,00
"290010 ABAIRA";48,39;11,70;30,26;9,65;100,00
"290020 ABARE";45,97;13,17;32,57;8,28;100,00
"290030 ACAJUTIBA";37,58;17,85;32,82;11,75;100,00
"290035 ADUSTINA";53,61;13,02;23,41;9,96;100,00
"290040 AGUA FRIA";47,69;15,00;26,50;10,80;100,00
"290050 ERICO CARDOSO";53,41;10,20;28,94;7,45;100,00
"290060 AIQUARA";41,53;16,22;33,02;9,23;100,00
"290070 ALAGOINHAS";20,61;15,51;55,69;8,19;100,00
"290080 ALCOBACA";39,72;15,96;32,96;11,36;100,00
"290090 ALMADINA";46,64;16,66;24,74;11,95;100,00
"290100 AMARGOSA";36,15;17,78;37,25;8,82;100,00
"290110 AMELIA RODRIGUES";24,52;18,13;49,15;8,20;100,00
"290115 AMERICA DOURADA";44,21;14,56;28,75;12,49;100,00
"290120 ANAGE";60,25;11,88;20,55;7,32;100,00
"290130 ANDARAI";46,25;16,07;27,43;10,25;100,00
"290135 ANDORINHA";42,97;15,41;31,43;10,20;100,00
"290140 ANGICAL";42,25;12,42;36,88;8,45;100,00
"290150 ANGUERA";41,35;16,23;29,99;12,43;100,00
"290160 ANTAS";45,12;13,16;33,57;8,16;100,00
"290170 ANTONIO CARDOSO";45,66;15,48;30,24;8,62;100,00
"290180 ANTONIO GONCALVES";43,33;12,76;33,51;10,40;100,00
"290190 APORA";49,84;12,70;27,57;9,89;100,00
"290195 APUAREMA";46,43;18,87;25,22;9,47;100,00
"290200 ARACATU";54,48;13,90;24,52;7,10;100,00
"290205 ARACAS";37,26;18,29;34,48;9,96;100,00
"290210 ARACI";50,31;16,16;24,29;9,24;100,00
"290220 ARAMARI";37,99;17,26;33,68;11,06;100,00
"290225 ARATACA";49,70;13,44;26,60;10,27;100,00
"290230 ARATUIPE";41,49;15,55;33,79;9,17;100,00
"290240 AURELINO LEAL";42,67;18,04;29,67;9,63;100,00
"290250 BAIANOPOLIS";45,76;12,94;30,01;11,29;100,00
"290260 BAIXA GRANDE";44,80;14,43;28,87;11,90;100,00
"290265 BANZAE";48,05;14,61;28,23;9,10;100,00
"290270 BARRA";42,89;15,58;32,76;8,77;100,00
"290280 BARRA DA ESTIVA";45,81;13,16;31,40;9,62;100,00
"290290 BARRA DO CHOCA";47,71;18,07;22,89;11,33;100,00
"290300 BARRA DO MENDES";32,04;18,09;37,15;12,73;100,00
"290310 BARRA DO ROCHA";40,53;15,28;32,67;11,51;100,00
"290320 BARREIRAS";21,10;11,23;58,90;8,77;100,00
"290323 BARRO ALTO";36,17;17,09;35,05;11,69;100,00
"290327 BARROCAS";36,56;19,11;34,00;10,33;100,00
"290330 BARRO PRETO";40,81;12,14;36,01;11,04;100,00
"290340 BELMONTE";41,52;13,96;34,81;9,71;100,00
"290350 BELO CAMPO";51,20;14,73;25,75;8,33;100,00
"290360 BIRITINGA";50,20;15,85;24,62;9,34;100,00
"290370 BOA NOVA";53,19;12,08;25,69;9,04;100,00
"290380 BOA VISTA DO TUPIM";47,54;15,05;27,12;10,30;100,00
"290390 BOM JESUS DA LAPA";33,34;14,94;42,98;8,75;100,00
"290395 BOM JESUS DA SERRA";53,97;15,04;23,70;7,29;100,00
"290400 BONINAL";45,16;11,12;32,39;11,34;100,00
"290405 BONITO";36,45;17,48;30,64;15,43;100,00
"290410 BOQUIRA";45,49;12,44;33,58;8,49;100,00
"290420 BOTUPORA";49,42;12,97;27,57;10,04;100,00
"290430 BREJOES";45,13;12,27;32,45;10,16;100,00
"290440 BREJOLANDIA";42,24;12,49;31,02;14,25;100,00
"290450 BROTAS DE MACAUBAS";47,41;14,90;28,26;9,43;100,00
"290460 BRUMADO";32,05;14,15;44,16;9,64;100,00
"290470 BUERAREMA";44,30;10,42;34,43;10,85;100,00
"290475 BURITIRAMA";44,10;14,33;32,45;9,11;100,00
"290480 CAATIBA";51,64;13,87;22,90;11,59;100,00
"290485 CABACEIRAS DO PARAGUACU";43,54;14,68;31,09;10,69;100,00
"290490 CACHOEIRA";27,09;15,99;47,53;9,38;100,00
"290500 CACULE";40,43;13,82;35,97;9,79;100,00
"290510 CAEM";45,12;15,63;26,77;12,48;100,00
"290515 CAETANOS";55,38;11,76;23,59;9,27;100,00
"290520 CAETITE";40,36;14,53;35,16;9,95;100,00
"290530 CAFARNAUM";39,62;15,78;31,73;12,87;100,00
"290540 CAIRU";32,32;16,12;38,90;12,66;100,00
"290550 CALDEIRAO GRANDE";40,43;17,20;30,80;11,58;100,00
"290560 CAMACAN";41,12;14,42;32,03;12,43;100,00
"290570 CAMACARI";19,21;15,00;56,36;9,43;100,00
"290580 CAMAMU";40,36;16,59;33,78;9,27;100,00
"290590 CAMPO ALEGRE DE LOURDES";48,89;14,59;25,33;11,19;100,00
"290600 CAMPO FORMOSO";41,48;16,03;31,77;10,73;100,00
"290610 CANAPOLIS";49,70;12,20;29,57;8,54;100,00
"290620 CANARANA";37,23;16,56;32,02;14,19;100,00
"290630 CANAVIEIRAS";42,64;15,48;31,50;10,38;100,00
"290640 CANDEAL";44,66;15,57;30,90;8,88;100,00
"290650 CANDEIAS";20,24;15,61;54,22;9,94;100,00
"290660 CANDIBA";46,55;14,39;28,84;10,22;100,00
"290670 CANDIDO SALES";42,30;15,64;31,55;10,51;100,00
"290680 CANSANCAO";50,35;13,80;26,87;8,98;100,00
"290682 CANUDOS";41,17;20,91;27,38;10,54;100,00
"290685 CAPELA DO ALTO ALEGRE";48,42;12,32;28,74;10,52;100,00
"290687 CAPIM GROSSO";36,14;17,97;35,42;10,47;100,00
"290689 CARAIBAS";60,02;11,87;21,51;6,60;100,00
"290690 CARAVELAS";41,19;15,42;34,47;8,93;100,00
"290700 CARDEAL DA SILVA";40,84;16,87;31,02;11,27;100,00
"290710 CARINHANHA";42,11;13,46;35,22;9,22;100,00
"290720 CASA NOVA";43,28;16,47;29,28;10,97;100,00
"290730 CASTRO ALVES";40,99;11,23;35,96;11,82;100,00
"290740 CATOLANDIA";48,68;13,32;26,90;11,10;100,00
"290750 CATU";24,34;16,25;48,59;10,81;100,00
"290755 CATURAMA";56,75;11,10;24,60;7,54;100,00
"290760 CENTRAL";37,47;14,57;37,63;10,32;100,00
"290770 CHORROCHO";46,61;13,32;31,12;8,95;100,00
"290780 CICERO DANTAS";49,12;12,55;30,55;7,78;100,00
"290790 CIPO";37,94;16,83;35,77;9,46;100,00
"290800 COARACI";40,31;14,68;37,23;7,78;100,00
"290810 COCOS";45,59;13,93;29,84;10,63;100,00
"290820 CONCEICAO DA FEIRA";28,46;14,65;44,69;12,21;100,00
"290830 CONCEICAO DO ALMEIDA";40,38;15,61;33,85;10,16;100,00
"290840 CONCEICAO DO COITE";37,95;15,97;36,36;9,71;100,00
"290850 CONCEICAO DO JACUIPE";24,50;16,72;48,17;10,61;100,00
"290860 CONDE";40,89;17,11;30,41;11,59;100,00
"290870 CONDEUBA";50,89;12,15;26,79;10,17;100,00
"290880 CONTENDAS DO SINCORA";46,74;12,38;29,19;11,69;100,00
"290890 CORACAO DE MARIA";38,76;16,95;34,85;9,44;100,00
"290900 CORDEIROS";47,79;14,03;26,56;11,62;100,00
"290910 CORIBE";47,10;14,29;31,39;7,22;100,00
"290920 CORONEL JOAO SA";55,89;13,88;21,58;8,66;100,00
"290930 CORRENTINA";43,65;12,04;33,21;11,10;100,00
"290940 COTEGIPE";44,69;10,73;33,03;11,55;100,00
"290950 CRAVOLANDIA";43,68;14,85;34,30;7,17;100,00
"290960 CRISOPOLIS";56,78;14,67;19,89;8,65;100,00
"290970 CRISTOPOLIS";44,07;10,42;37,02;8,49;100,00
"290980 CRUZ DAS ALMAS";22,66;12,73;56,75;7,87;100,00
"290990 CURACA";46,27;14,44;30,47;8,82;100,00
"291000 DARIO MEIRA";55,37;11,04;25,39;8,20;100,00
"291005 DIAS D'AVILA";18,71;17,71;53,41;10,16;100,00
"291010 DOM BASILIO";45,21;13,65;29,22;11,91;100,00
"291020 DOM MACEDO COSTA";37,39;12,21;37,19;13,21;100,00
"291030 ELISIO MEDRADO";40,98;16,58;31,34;11,11;100,00
"291040 ENCRUZILHADA";51,51;13,80;26,99;7,70;100,00
"291050 ENTRE RIOS";35,51;15,20;37,60;11,69;100,00
"291060 ESPLANADA";38,84;16,79;33,89;10,48;100,00
"291070 EUCLIDES DA CUNHA";50,37;14,26;27,38;7,99;100,00
"291072 EUNAPOLIS";28,69;12,97;49,27;9,07;100,00
"291075 FATIMA";51,19;13,79;25,89;9,12;100,00
"291077 FEIRA DA MATA";47,29;12,32;29,67;10,72;100,00
"291080 FEIRA DE SANTANA";20,97;14,36;55,83;8,84;100,00
"291085 FILADELFIA";42,24;17,26;30,94;9,56;100,00
"291090 FIRMINO ALVES";41,56;18,61;30,32;9,52;100,00
"291100 FLORESTA AZUL";45,42;16,75;29,01;8,81;100,00
"291110 FORMOSA DO RIO PRETO";39,13;11,29;40,06;9,51;100,00
"291120 GANDU";38,55;14,37;38,71;8,38;100,00
"291125 GAVIAO";46,70;11,70;33,44;8,16;100,00
