 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2000
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Alfabetização de adultos";"Não determinada";"Total"
"280360 LARANJEIRAS";19,06;17,80;33,24;28,75;0,21;0,93;100,00
"280370 MACAMBIRA";25,88;32,91;24,39;14,70;-;2,12;100,00
"280380 MALHADA DOS BOIS";21,73;19,41;32,20;22,77;-;3,90;100,00
"280390 MALHADOR";21,54;28,96;28,38;19,25;0,07;1,80;100,00
"280400 MARUIM";16,18;23,92;36,72;21,41;0,40;1,37;100,00
"280410 MOITA BONITA";23,36;29,64;32,28;12,24;0,07;2,42;100,00
"280420 MONTE ALEGRE DE SERGIPE";34,89;28,84;20,80;12,01;0,80;2,65;100,00
"280430 MURIBECA";22,05;27,88;26,49;19,51;0,97;3,11;100,00
"280440 NEOPOLIS";22,05;20,90;30,17;23,72;0,06;3,11;100,00
"280445 NOSSA SENHORA APARECIDA";39,01;26,59;20,79;10,14;-;3,47;100,00
"280450 NOSSA SENHORA DA GLORIA";28,39;26,27;26,29;16,52;0,12;2,41;100,00
"280460 NOSSA SENHORA DAS DORES";23,20;31,86;25,32;17,67;0,51;1,44;100,00
"280470 NOSSA SENHORA DE LOURDES";27,82;24,55;25,17;18,34;0,08;4,05;100,00
"280480 NOSSA SENHORA DO SOCORRO";10,92;18,99;35,92;32,83;0,14;1,21;100,00
"280490 PACATUBA";25,78;32,66;28,55;10,72;0,20;2,09;100,00
"280500 PEDRA MOLE";30,27;23,11;28,28;16,35;0,68;1,31;100,00
"280510 PEDRINHAS";20,46;31,55;26,67;18,26;0,12;2,94;100,00
"280520 PINHAO";29,61;28,20;25,43;15,96;0,09;0,72;100,00
"280530 PIRAMBU";18,78;28,10;34,69;17,58;0,18;0,68;100,00
"280540 POCO REDONDO";32,81;33,10;21,10;9,73;0,35;2,90;100,00
"280550 POCO VERDE";28,00;34,09;21,91;14,52;0,10;1,38;100,00
"280560 PORTO DA FOLHA";27,29;30,35;25,18;12,80;0,41;3,96;100,00
"280570 PROPRIA";17,73;18,31;29,90;32,32;0,17;1,58;100,00
"280580 RIACHAO DO DANTAS";33,20;32,68;21,84;9,90;0,56;1,81;100,00
"280590 RIACHUELO";15,06;26,36;33,89;23,89;-;0,80;100,00
"280600 RIBEIROPOLIS";26,68;24,90;29,70;16,42;0,28;2,02;100,00
"280610 ROSARIO DO CATETE";16,56;25,18;30,89;25,69;0,04;1,64;100,00
"280620 SALGADO";24,83;28,37;28,57;16,03;0,39;1,80;100,00
"280630 SANTA LUZIA DO ITANHY";29,02;38,92;22,47;6,64;0,15;2,81;100,00
"280640 SANTANA DO SAO FRANCISCO";20,27;26,40;29,37;21,75;-;2,21;100,00
"280650 SANTA ROSA DE LIMA";25,31;24,71;30,41;18,63;-;0,94;100,00
"280660 SANTO AMARO DAS BROTAS";17,94;26,77;31,04;24,14;-;0,11;100,00
"280670 SAO CRISTOVAO";13,32;19,78;31,87;33,47;0,17;1,39;100,00
"280680 SAO DOMINGOS";31,14;34,38;22,52;10,59;0,33;1,04;100,00
"280690 SAO FRANCISCO";22,40;25,40;33,02;18,71;-;0,47;100,00
"280700 SAO MIGUEL DO ALEIXO";37,96;23,45;24,85;9,40;1,22;3,12;100,00
"280710 SIMAO DIAS";29,17;25,79;26,45;16,52;0,04;2,03;100,00
"280720 SIRIRI";17,50;30,73;25,72;23,34;-;2,72;100,00
"280730 TELHA";19,09;29,55;24,99;19,90;0,46;6,02;100,00
"280740 TOBIAS BARRETO";26,93;30,56;25,32;14,49;0,17;2,52;100,00
"280750 TOMAR DO GERU";24,46;39,11;24,18;7,78;0,10;4,37;100,00
"280760 UMBAUBA";27,30;29,61;27,20;14,27;0,08;1,54;100,00
"290010 ABAIRA";21,42;28,72;31,83;16,39;0,13;1,50;100,00
"290020 ABARE";23,76;29,60;23,39;16,10;3,20;3,95;100,00
"290030 ACAJUTIBA";24,76;27,69;29,78;16,84;0,05;0,88;100,00
"290035 ADUSTINA";39,12;32,27;17,11;7,91;0,12;3,48;100,00
"290040 AGUA FRIA";32,07;30,52;22,06;9,52;0,50;5,33;100,00
"290050 ERICO CARDOSO";36,65;27,04;21,72;7,83;0,62;6,13;100,00
"290060 AIQUARA";23,98;33,25;24,52;15,06;0,14;3,05;100,00
"290070 ALAGOINHAS";10,72;17,74;32,18;38,32;0,09;0,93;100,00
"290080 ALCOBACA";26,70;24,59;30,07;17,46;-;1,18;100,00
"290090 ALMADINA";26,67;35,96;23,29;12,64;0,12;1,32;100,00
"290100 AMARGOSA";21,81;26,19;27,77;23,02;0,39;0,83;100,00
"290110 AMELIA RODRIGUES";14,07;20,96;34,08;29,83;0,04;1,02;100,00
"290115 AMERICA DOURADA";22,73;32,56;30,80;12,19;0,11;1,61;100,00
"290120 ANAGE";42,49;28,84;22,81;4,81;0,05;1,01;100,00
"290130 ANDARAI";29,21;32,28;24,80;12,24;-;1,47;100,00
"290135 ANDORINHA";38,90;26,77;22,68;9,15;0,40;2,10;100,00
"290140 ANGICAL";30,01;25,86;28,15;13,56;-;2,42;100,00
"290150 ANGUERA";23,95;25,31;30,57;17,15;0,05;2,97;100,00
"290160 ANTAS";23,99;29,67;28,02;15,40;0,23;2,68;100,00
"290170 ANTONIO CARDOSO";27,61;31,54;25,82;10,89;0,03;4,12;100,00
"290180 ANTONIO GONCALVES";20,88;35,94;26,20;15,52;-;1,45;100,00
"290190 APORA";34,09;28,95;22,20;10,81;0,05;3,90;100,00
"290195 APUAREMA";27,25;34,03;28,13;7,82;0,22;2,56;100,00
"290200 ARACATU";35,40;33,81;22,18;6,85;-;1,77;100,00
"290205 ARACAS";29,77;30,35;29,55;9,27;0,15;0,91;100,00
"290210 ARACI";39,10;29,67;17,32;10,50;0,65;2,77;100,00
"290220 ARAMARI";22,09;27,84;30,12;18,33;0,10;1,52;100,00
"290225 ARATACA";37,28;30,22;21,75;8,96;0,27;1,53;100,00
"290230 ARATUIPE";32,33;28,33;21,49;17,21;0,25;0,40;100,00
"290240 AURELINO LEAL";32,34;34,78;21,01;10,47;0,05;1,36;100,00
"290250 BAIANOPOLIS";31,94;30,06;25,72;10,16;0,14;1,99;100,00
"290260 BAIXA GRANDE";28,96;30,68;28,99;10,63;0,10;0,65;100,00
"290265 BANZAE";29,16;36,15;24,76;8,39;0,22;1,31;100,00
"290270 BARRA";28,33;32,71;22,35;14,97;0,15;1,49;100,00
"290280 BARRA DA ESTIVA";30,34;30,23;28,30;10,18;0,10;0,84;100,00
"290290 BARRA DO CHOCA";36,66;31,59;23,34;6,31;0,09;2,01;100,00
"290300 BARRA DO MENDES";18,28;26,17;33,01;21,25;0,58;0,71;100,00
"290310 BARRA DO ROCHA";28,01;24,58;28,09;13,10;-;6,22;100,00
"290320 BARREIRAS";13,73;17,50;29,66;36,77;0,04;2,30;100,00
"290323 BARRO ALTO";18,50;31,81;34,50;13,67;0,06;1,46;100,00
"290330 BARRO PRETO";22,16;28,05;30,54;16,76;0,22;2,27;100,00
"290340 BELMONTE";29,04;24,04;24,83;19,38;0,05;2,65;100,00
"290350 BELO CAMPO";30,66;29,85;28,74;9,85;-;0,91;100,00
"290360 BIRITINGA";26,90;38,35;20,76;12,13;0,15;1,72;100,00
"290370 BOA NOVA";47,41;26,12;18,82;6,20;0,05;1,41;100,00
"290380 BOA VISTA DO TUPIM";30,02;31,22;27,28;8,68;0,22;2,56;100,00
"290390 BOM JESUS DA LAPA";22,44;20,28;27,05;27,32;0,73;2,17;100,00
"290395 BOM JESUS DA SERRA";33,40;35,11;24,46;4,85;0,23;1,95;100,00
"290400 BONINAL";32,15;23,82;28,13;13,00;0,61;2,28;100,00
"290405 BONITO";27,13;36,95;24,46;6,48;0,34;4,64;100,00
"290410 BOQUIRA";30,49;25,94;26,48;16,20;0,14;0,75;100,00
"290420 BOTUPORA";29,27;28,58;26,79;11,96;0,05;3,34;100,00
"290430 BREJOES";26,58;32,09;25,63;14,89;-;0,81;100,00
"290440 BREJOLANDIA";25,08;31,84;30,32;12,29;-;0,47;100,00
"290450 BROTAS DE MACAUBAS";23,91;33,39;28,90;11,67;-;2,13;100,00
"290460 BRUMADO";22,78;20,31;29,17;26,49;0,21;1,05;100,00
"290470 BUERAREMA";28,53;27,06;26,50;16,57;0,06;1,27;100,00
"290475 BURITIRAMA";26,88;38,09;22,23;10,82;0,27;1,72;100,00
"290480 CAATIBA";29,80;33,29;25,31;9,49;0,35;1,77;100,00
"290485 CABACEIRAS DO PARAGUACU";26,59;33,66;26,03;9,57;1,32;2,83;100,00
"290490 CACHOEIRA";17,45;20,03;30,43;31,05;0,04;1,00;100,00
"290500 CACULE";26,04;24,66;28,69;19,16;0,06;1,39;100,00
"290510 CAEM";22,27;29,26;28,54;16,54;0,55;2,84;100,00
"290515 CAETANOS";39,85;34,51;19,79;4,00;0,04;1,80;100,00
"290520 CAETITE";25,40;29,02;25,55;18,06;0,19;1,78;100,00
"290530 CAFARNAUM";20,89;34,88;31,20;11,48;0,34;1,21;100,00
"290540 CAIRU";25,84;23,76;31,21;15,98;0,17;3,04;100,00
"290550 CALDEIRAO GRANDE";25,42;34,08;27,85;10,69;0,18;1,78;100,00
"290560 CAMACAN";27,97;23,64;26,82;20,32;0,39;0,86;100,00
"290570 CAMACARI";10,37;18,29;34,75;35,60;0,13;0,86;100,00
"290580 CAMAMU";35,09;28,72;20,93;13,07;0,28;1,92;100,00
"290590 CAMPO ALEGRE DE LOURDES";29,26;32,27;28,52;7,17;0,94;1,84;100,00
"290600 CAMPO FORMOSO";29,69;28,57;24,94;15,24;0,22;1,35;100,00
"290610 CANAPOLIS";35,63;22,43;25,70;13,26;0,45;2,54;100,00
"290620 CANARANA";17,90;31,22;33,57;13,93;0,45;2,94;100,00
"290630 CANAVIEIRAS";25,15;27,61;28,85;17,31;0,31;0,78;100,00
"290640 CANDEAL";21,24;29,68;30,07;17,80;-;1,21;100,00
"290650 CANDEIAS";10,71;19,12;34,88;34,03;0,11;1,14;100,00
"290660 CANDIBA";21,43;31,90;26,10;17,40;0,10;3,06;100,00
"290670 CANDIDO SALES";29,65;26,15;29,23;13,76;0,39;0,81;100,00
"290680 CANSANCAO";39,62;27,02;20,92;9,02;0,47;2,96;100,00
"290682 CANUDOS";30,52;27,29;25,77;13,14;0,26;3,03;100,00
"290685 CAPELA DO ALTO ALEGRE";31,54;27,52;25,75;13,03;0,20;1,97;100,00
"290687 CAPIM GROSSO";21,70;31,61;29,66;15,71;0,20;1,13;100,00
"290689 CARAIBAS";33,17;33,38;23,36;4,10;0,20;5,79;100,00
"290690 CARAVELAS";30,78;22,30;27,97;18,10;-;0,84;100,00
"290700 CARDEAL DA SILVA";31,45;25,02;29,47;12,78;0,15;1,14;100,00
"290710 CARINHANHA";35,42;24,08;25,75;12,78;-;1,97;100,00
"290720 CASA NOVA";29,12;29,22;28,51;12,27;0,10;0,77;100,00
"290730 CASTRO ALVES";25,47;25,29;27,58;19,96;0,36;1,35;100,00
"290740 CATOLANDIA";23,79;26,77;29,26;15,52;-;4,66;100,00
"290750 CATU";11,90;21,29;34,96;30,53;0,05;1,27;100,00
"290755 CATURAMA";28,16;29,38;29,39;9,90;0,08;3,09;100,00
"290760 CENTRAL";20,74;19,90;34,76;22,69;0,09;1,83;100,00
"290770 CHORROCHO";25,78;30,70;23,04;16,63;-;3,85;100,00
"290780 CICERO DANTAS";34,75;22,86;23,22;15,49;0,81;2,87;100,00
"290790 CIPO";25,24;28,97;26,51;18,55;0,10;0,63;100,00
"290800 COARACI";28,51;27,15;23,77;19,53;0,02;1,02;100,00
"290810 COCOS";29,27;30,74;26,50;12,34;-;1,16;100,00
"290820 CONCEICAO DA FEIRA";16,47;22,01;31,29;27,98;0,37;1,87;100,00
"290830 CONCEICAO DO ALMEIDA";22,18;24,84;28,50;22,10;0,32;2,05;100,00
"290840 CONCEICAO DO COITE";22,27;31,76;26,03;17,16;0,06;2,72;100,00
"290850 CONCEICAO DO JACUIPE";15,24;21,43;31,22;30,90;-;1,21;100,00
"290860 CONDE";27,35;29,88;23,68;15,85;0,83;2,41;100,00
"290870 CONDEUBA";35,10;25,16;26,12;9,72;0,38;3,51;100,00
"290880 CONTENDAS DO SINCORA";26,60;26,56;29,40;15,70;0,20;1,54;100,00
"290890 CORACAO DE MARIA";22,96;30,04;27,23;16,82;0,20;2,75;100,00
"290900 CORDEIROS";30,40;27,55;29,63;10,32;0,09;2,01;100,00
"290910 CORIBE";31,14;28,13;29,85;10,50;0,06;0,33;100,00
"290920 CORONEL JOAO SA";49,88;23,34;17,63;7,55;0,77;0,83;100,00
"290930 CORRENTINA";31,33;25,74;25,77;15,79;0,08;1,28;100,00
"290940 COTEGIPE";30,90;28,94;24,66;12,39;-;3,11;100,00
"290950 CRAVOLANDIA";25,41;32,85;26,52;15,22;-;-;100,00
"290960 CRISOPOLIS";35,74;28,73;23,88;6,24;0,41;5,00;100,00
"290970 CRISTOPOLIS";31,63;26,30;24,89;14,85;0,22;2,11;100,00
"290980 CRUZ DAS ALMAS";12,64;19,98;27,64;37,94;0,32;1,48;100,00
"290990 CURACA";25,32;30,49;28,20;13,95;0,21;1,83;100,00
"291000 DARIO MEIRA";31,97;32,61;22,59;9,40;-;3,44;100,00
"291005 DIAS D'AVILA";9,39;19,60;36,98;33,41;0,11;0,51;100,00
"291010 DOM BASILIO";23,68;33,71;28,74;11,92;-;1,95;100,00
"291020 DOM MACEDO COSTA";20,73;33,06;30,18;15,58;-;0,45;100,00
"291030 ELISIO MEDRADO";19,56;33,20;31,47;13,54;0,18;2,05;100,00
"291040 ENCRUZILHADA";42,60;28,39;20,02;6,25;0,10;2,64;100,00
"291050 ENTRE RIOS";20,59;25,73;32,02;18,73;0,27;2,67;100,00
"291060 ESPLANADA";20,48;29,46;30,07;17,94;0,12;1,93;100,00
"291070 EUCLIDES DA CUNHA";34,37;27,47;22,88;12,12;0,61;2,56;100,00
"291072 EUNAPOLIS";19,04;18,77;30,46;29,57;0,17;1,98;100,00
"291075 FATIMA";38,61;29,43;20,16;8,71;0,09;3,00;100,00
"291077 FEIRA DA MATA";26,33;25,68;33,16;13,66;0,17;0,99;100,00
"291080 FEIRA DE SANTANA";10,63;17,47;30,23;40,27;0,07;1,32;100,00
"291085 FILADELFIA";22,19;37,44;27,90;9,93;0,33;2,22;100,00
"291090 FIRMINO ALVES";28,62;24,13;27,40;17,70;-;2,16;100,00
"291100 FLORESTA AZUL";26,20;30,78;26,02;16,24;0,08;0,68;100,00
"291110 FORMOSA DO RIO PRETO";24,38;32,42;26,57;14,53;0,16;1,94;100,00
"291120 GANDU";26,77;23,50;23,28;23,19;0,20;3,05;100,00
"291125 GAVIAO";29,51;29,79;26,31;12,61;0,43;1,34;100,00
"291130 GENTIO DO OURO";25,48;32,48;28,73;11,99;0,31;1,01;100,00
"291140 GLORIA";31,29;28,52;26,87;10,84;0,42;2,05;100,00
"291150 GONGOGI";30,59;29,43;26,39;11,51;0,09;1,99;100,00
"291160 GOVERNADOR MANGABEIRA";14,83;23,43;32,47;26,57;0,37;2,33;100,00
"291165 GUAJERU";40,63;28,35;26,60;3,65;0,24;0,53;100,00
"291170 GUANAMBI";18,72;21,33;28,88;30,23;0,10;0,74;100,00
"291180 GUARATINGA";41,68;24,45;21,81;9,58;0,23;2,26;100,00
"291185 HELIOPOLIS";31,15;34,90;21,78;7,95;0,20;4,03;100,00
"291190 IACU";28,37;28,41;27,48;14,73;0,20;0,82;100,00
"291200 IBIASSUCE";24,45;28,43;30,39;14,15;0,24;2,34;100,00
"291210 IBICARAI";26,52;24,33;26,30;21,50;0,31;1,04;100,00
"291220 IBICOARA";29,07;32,62;27,22;10,10;-;0,98;100,00
"291230 IBICUI";31,88;23,81;27,61;13,69;0,59;2,43;100,00
"291240 IBIPEBA";12,78;27,14;39,85;17,37;0,05;2,81;100,00
"291250 IBIPITANGA";30,52;34,68;27,81;6,34;-;0,65;100,00
"291260 IBIQUERA";29,36;35,99;24,08;9,72;-;0,84;100,00
"291270 IBIRAPITANGA";38,59;28,46;19,93;10,59;0,39;2,03;100,00
"291280 IBIRAPUA";27,11;26,50;28,10;17,06;-;1,23;100,00
"291290 IBIRATAIA";27,59;29,15;23,97;17,51;0,13;1,65;100,00
"291300 IBITIARA";24,96;32,93;29,02;10,68;0,05;2,35;100,00
"291310 IBITITA";17,32;32,00;32,88;15,73;0,08;1,98;100,00
"291320 IBOTIRAMA";17,47;27,09;28,73;21,51;0,63;4,57;100,00
"291330 ICHU";15,23;25,44;27,19;28,62;-;3,53;100,00
"291340 IGAPORA";22,38;30,39;28,10;17,19;0,49;1,46;100,00
"291345 IGRAPIUNA";41,18;28,41;21,33;7,29;0,48;1,31;100,00
"291350 IGUAI";35,12;30,58;20,31;12,67;0,18;1,14;100,00
"291360 ILHEUS";17,76;21,73;28,50;30,68;0,16;1,16;100,00
"291370 INHAMBUPE";29,87;29,60;26,41;12,89;0,09;1,14;100,00
"291380 IPECAETA";27,95;37,20;27,57;6,03;-;1,25;100,00
"291390 IPIAU";21,52;23,24;28,13;25,02;0,42;1,66;100,00
"291400 IPIRA";31,03;31,58;26,10;9,89;0,29;1,11;100,00
"291410 IPUPIARA";19,11;29,03;29,45;17,42;0,53;4,47;100,00
"291420 IRAJUBA";29,60;33,61;23,33;9,62;0,73;3,11;100,00
"291430 IRAMAIA";30,37;24,77;28,72;14,00;0,42;1,72;100,00
"291440 IRAQUARA";20,12;27,81;31,49;14,96;0,26;5,36;100,00
"291450 IRARA";25,21;23,78;27,56;19,50;0,30;3,65;100,00
"291460 IRECE";16,42;18,60;31,69;32,38;0,06;0,84;100,00
"291465 ITABELA";31,74;24,29;24,29;16,06;0,24;3,38;100,00
"291470 ITABERABA";20,36;23,30;30,19;25,29;0,15;0,70;100,00
"291480 ITABUNA";14,40;17,05;28,96;38,36;0,14;1,09;100,00
"291490 ITACARE";33,54;30,29;20,90;13,89;0,08;1,30;100,00
"291500 ITAETE";32,55;25,82;27,58;10,51;0,49;3,04;100,00
"291510 ITAGI";31,18;30,50;24,17;12,54;0,18;1,43;100,00
"291520 ITAGIBA";28,41;29,61;24,51;15,13;1,28;1,05;100,00
"291530 ITAGIMIRIM";28,35;23,90;26,77;19,86;0,11;1,00;100,00
"291535 ITAGUACU DA BAHIA";29,03;35,66;24,03;9,24;0,09;1,96;100,00
"291540 ITAJU DO COLONIA";27,43;24,98;28,58;16,27;0,47;2,27;100,00
"291550 ITAJUIPE";23,73;26,72;27,59;19,34;0,30;2,32;100,00
"291560 ITAMARAJU";28,62;23,32;26,38;20,73;0,15;0,81;100,00
"291570 ITAMARI";29,44;32,90;22,83;12,02;0,18;2,64;100,00
"291580 ITAMBE";33,38;24,39;27,24;11,88;0,26;2,85;100,00
"291590 ITANAGRA";26,14;29,37;28,55;12,01;0,11;3,81;100,00
"291600 ITANHEM";26,76;24,10;29,27;19,51;0,06;0,31;100,00
"291610 ITAPARICA";9,87;20,98;36,36;31,73;0,05;1,00;100,00
"291620 ITAPE";24,34;26,10;30,50;17,86;0,12;1,09;100,00
"291630 ITAPEBI";34,34;26,12;25,46;12,66;0,09;1,34;100,00
"291640 ITAPETINGA";19,97;21,66;28,56;28,38;0,12;1,31;100,00
"291650 ITAPICURU";42,66;29,03;18,45;6,45;0,33;3,08;100,00
"291660 ITAPITANGA";27,48;25,39;29,95;16,31;0,47;0,39;100,00
"291670 ITAQUARA";36,38;30,71;22,91;9,58;0,20;0,22;100,00
"291680 ITARANTIM";28,27;26,71;25,67;17,40;0,97;0,98;100,00
"291685 ITATIM";26,23;30,05;23,71;17,24;0,38;2,38;100,00
"291690 ITIRUCU";26,48;25,40;29,13;15,50;0,35;3,14;100,00
"291700 ITIUBA";28,99;35,18;22,69;10,49;0,04;2,62;100,00
"291710 ITORORO";28,28;27,66;27,11;16,43;0,04;0,47;100,00
"291720 ITUACU";36,73;24,56;21,92;10,16;0,45;6,18;100,00
"291730 ITUBERA";27,16;26,82;27,60;16,30;0,62;1,50;100,00
"291733 IUIU";31,42;28,33;24,35;13,46;0,53;1,91;100,00
"291735 JABORANDI";36,61;27,60;24,84;10,34;-;0,63;100,00
"291740 JACARACI";31,39;21,72;30,21;12,44;0,34;3,89;100,00
"291750 JACOBINA";20,47;24,35;28,48;25,31;0,27;1,12;100,00
"291760 JAGUAQUARA";27,17;27,14;27,25;16,22;0,26;1,96;100,00
"291770 JAGUARARI";24,49;25,27;26,13;19,67;0,06;4,39;100,00
"291780 JAGUARIPE";30,45;24,22;26,77;14,84;0,68;3,04;100,00
"291790 JANDAIRA";32,94;29,83;23,83;10,97;0,28;2,14;100,00
"291800 JEQUIE";18,74;21,08;28,88;29,59;0,18;1,54;100,00
"291810 JEREMOABO";36,58;27,64;23,19;10,71;0,37;1,51;100,00
"291820 JIQUIRICA";28,06;30,26;27,13;12,11;-;2,45;100,00
"291830 JITAUNA";32,60;21,75;30,93;12,63;0,18;1,92;100,00
"291835 JOAO DOURADO";22,24;31,01;28,24;17,85;0,09;0,56;100,00
"291840 JUAZEIRO";15,78;19,38;30,82;32,98;0,29;0,74;100,00
"291845 JUCURUCU";38,99;29,25;22,88;7,54;0,08;1,26;100,00
"291850 JUSSARA";23,49;29,63;32,53;12,78;0,12;1,45;100,00
"291855 JUSSARI";24,27;27,26;30,46;16,67;0,45;0,89;100,00
"291860 JUSSIAPE";21,78;25,62;33,86;17,19;0,11;1,44;100,00
"291870 LAFAIETE COUTINHO";29,54;31,67;20,36;14,68;0,62;3,13;100,00
"291875 LAGOA REAL";28,79;35,65;26,39;6,93;0,04;2,20;100,00
"291880 LAJE";29,64;28,16;26,96;12,99;0,15;2,10;100,00
"291890 LAJEDAO";30,04;20,21;30,29;18,50;-;0,96;100,00
"291900 LAJEDINHO";27,15;40,77;24,68;7,06;0,11;0,23;100,00
"291905 LAJEDO DO TABOCAL";28,61;29,28;26,88;12,17;0,11;2,94;100,00
"291910 LAMARAO";26,66;34,92;23,83;10,20;0,27;4,12;100,00
"291915 LAPAO";17,14;31,90;32,11;16,90;0,19;1,75;100,00
"291920 LAURO DE FREITAS";7,44;15,09;30,71;45,65;0,18;0,92;100,00
"291930 LENCOIS";20,65;27,26;25,32;24,84;0,59;1,33;100,00
"291940 LICINIO DE ALMEIDA";27,68;22,89;29,35;17,79;0,52;1,77;100,00
"291950 LIVRAMENTO DE NOSSA SENHORA";22,67;25,28;28,09;21,49;0,12;2,35;100,00
"291960 MACAJUBA";28,01;34,64;24,13;7,13;0,40;5,69;100,00
"291970 MACARANI";32,84;28,09;24,77;13,29;0,10;0,91;100,00
"291980 MACAUBAS";29,25;27,13;26,95;13,73;0,14;2,82;100,00
"291990 MACURURE";22,90;29,97;23,62;12,73;0,16;10,62;100,00
"291992 MADRE DE DEUS";7,89;15,90;37,13;38,51;-;0,57;100,00
"291995 MAETINGA";40,58;29,63;24,25;3,48;0,15;1,92;100,00
"292000 MAIQUINIQUE";30,66;27,16;27,46;14,14;-;0,58;100,00
"292010 MAIRI";23,68;32,51;30,43;10,48;0,12;2,78;100,00
"292020 MALHADA";30,47;28,42;27,77;11,02;0,09;2,24;100,00
"292030 MALHADA DE PEDRAS";27,03;31,51;29,78;8,34;-;3,34;100,00
"292040 MANOEL VITORINO";36,31;29,33;24,47;6,60;0,10;3,19;100,00
"292045 MANSIDAO";17,81;35,59;31,40;14,32;-;0,88;100,00
"292050 MARACAS";29,12;25,82;31,79;11,59;0,57;1,12;100,00
"292060 MARAGOGIPE";27,50;24,25;28,29;19,19;0,31;0,45;100,00
"292070 MARAU";39,18;30,48;20,87;7,67;0,02;1,79;100,00
"292080 MARCIONILIO SOUZA";33,46;25,63;24,68;13,15;0,15;2,93;100,00
"292090 MASCOTE";32,19;26,54;27,40;12,88;0,43;0,56;100,00
"292100 MATA DE SAO JOAO";15,68;21,67;32,72;28,83;0,13;0,98;100,00
"292105 MATINA";33,93;30,87;23,64;9,64;0,62;1,31;100,00
"292110 MEDEIROS NETO";30,27;18,63;29,39;20,19;0,07;1,45;100,00
"292120 MIGUEL CALMON";21,90;30,30;31,79;14,92;0,05;1,03;100,00
"292130 MILAGRES";26,20;24,92;25,55;19,49;0,42;3,41;100,00
"292140 MIRANGABA";29,19;32,25;24,90;9,59;0,13;3,94;100,00
"292145 MIRANTE";39,80;37,10;17,09;3,54;0,17;2,31;100,00
"292150 MONTE SANTO";47,77;26,27;18,42;5,06;0,22;2,25;100,00
"292160 MORPARA";22,41;32,21;29,57;13,68;0,38;1,75;100,00
"292170 MORRO DO CHAPEU";25,95;28,67;27,53;16,26;0,16;1,43;100,00
"292180 MORTUGABA";27,14;22,50;31,48;13,84;0,62;4,43;100,00
"292190 MUCUGE";37,56;25,02;23,55;12,03;0,06;1,77;100,00
"292200 MUCURI";21,97;21,43;27,61;26,62;0,04;2,33;100,00
"292205 MULUNGU DO MORRO";27,14;30,45;31,68;10,04;-;0,69;100,00
"292210 MUNDO NOVO";26,74;31,77;25,08;15,51;-;0,90;100,00
"292220 MUNIZ FERREIRA";21,42;29,86;27,35;20,88;0,16;0,33;100,00
"292225 MUQUEM DE SAO FRANCISCO";25,56;35,82;30,06;6,66;0,43;1,47;100,00
"292230 MURITIBA";15,11;23,79;29,83;29,45;0,10;1,72;100,00
"292240 MUTUIPE";24,11;30,10;25,28;17,33;0,38;2,80;100,00
"292250 NAZARE";17,94;22,47;26,63;31,55;0,44;0,97;100,00
"292260 NILO PECANHA";25,65;33,58;28,30;8,55;0,50;3,41;100,00
"292265 NORDESTINA";31,19;32,40;20,97;6,13;0,70;8,62;100,00
"292270 NOVA CANAA";35,37;26,72;24,51;11,16;0,23;2,02;100,00
"292273 NOVA FATIMA";26,31;26,20;25,09;17,84;0,11;4,45;100,00
"292275 NOVA IBIA";27,58;32,34;22,95;11,74;0,87;4,53;100,00
"292280 NOVA ITARANA";34,66;32,53;23,42;8,86;0,10;0,44;100,00
"292285 NOVA REDENCAO";30,22;34,04;25,38;9,10;-;1,27;100,00
"292290 NOVA SOURE";34,29;29,12;22,14;12,30;0,12;2,03;100,00
"292300 NOVA VICOSA";26,54;22,66;30,76;19,54;-;0,50;100,00
"292303 NOVO HORIZONTE";25,09;33,15;30,69;9,83;0,19;1,05;100,00
"292305 NOVO TRIUNFO";27,93;28,22;26,90;15,14;-;1,82;100,00
"292310 OLINDINA";26,98;29,33;24,86;14,84;0,13;3,85;100,00
"292320 OLIVEIRA DOS BREJINHOS";23,26;32,12;31,47;11,91;0,12;1,13;100,00
"292330 OURICANGAS";25,78;33,43;25,01;11,35;0,20;4,24;100,00
"292335 OUROLANDIA";37,64;30,98;20,20;8,23;0,09;2,86;100,00
"292340 PALMAS DE MONTE ALTO";31,99;30,16;27,04;9,67;-;1,15;100,00
"292350 PALMEIRAS";21,24;27,35;26,42;23,44;-;1,56;100,00
"292360 PARAMIRIM";19,62;29,66;28,39;19,77;0,18;2,39;100,00
"292370 PARATINGA";23,21;30,89;27,17;13,01;0,50;5,23;100,00
"292380 PARIPIRANGA";30,25;31,62;24,67;11,25;0,29;1,92;100,00
"292390 PAU BRASIL";30,38;26,69;27,46;13,68;0,59;1,19;100,00
"292400 PAULO AFONSO";18,09;19,61;27,31;33,60;0,27;1,12;100,00
"292405 PE DE SERRA";27,63;33,25;26,05;11,93;0,11;1,02;100,00
"292410 PEDRAO";23,52;30,01;30,50;14,30;0,11;1,57;100,00
"292420 PEDRO ALEXANDRE";45,96;32,56;12,00;6,69;0,59;2,22;100,00
"292430 PIATA";30,35;29,56;25,12;13,35;0,31;1,31;100,00
"292440 PILAO ARCADO";39,38;35,24;18,01;5,95;-;1,41;100,00
