 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:1991
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Não determinada";"Total"
"270430 MACEIO";19,58;12,96;28,47;38,78;0,22;100,00
"270440 MAJOR ISIDORO";62,72;14,35;14,33;8,60;-;100,00
"270450 MARAGOGI";42,41;22,71;25,29;8,80;0,79;100,00
"270460 MARAVILHA";50,92;23,17;15,52;10,36;0,03;100,00
"270470 MARECHAL DEODORO";48,87;12,95;24,27;13,61;0,30;100,00
"270480 MARIBONDO";51,17;21,57;18,03;9,19;0,03;100,00
"270490 MAR VERMELHO";45,70;22,29;24,58;7,39;0,04;100,00
"270500 MATA GRANDE";57,62;21,33;14,25;6,80;-;100,00
"270510 MATRIZ DE CAMARAGIBE";44,57;22,71;20,28;12,27;0,16;100,00
"270520 MESSIAS";46,03;17,07;25,63;11,27;-;100,00
"270530 MINADOR DO NEGRAO";48,56;25,01;18,37;8,07;-;100,00
"270540 MONTEIROPOLIS";61,55;16,48;14,76;7,22;-;100,00
"270550 MURICI";57,78;12,19;19,98;10,05;-;100,00
"270560 NOVO LINO";53,68;23,50;15,25;7,53;0,04;100,00
"270570 OLHO D'AGUA DAS FLORES";41,61;20,52;24,86;13,00;-;100,00
"270580 OLHO D'AGUA DO CASADO";51,45;24,19;18,62;5,54;0,20;100,00
"270590 OLHO D'AGUA GRANDE";68,97;13,10;11,78;6,16;-;100,00
"270600 OLIVENCA";54,85;23,36;16,46;5,00;0,34;100,00
"270610 OURO BRANCO";37,74;32,89;20,17;9,20;-;100,00
"270620 PALESTINA";44,90;20,81;23,09;11,20;-;100,00
"270630 PALMEIRA DOS INDIOS";38,34;20,84;24,79;15,89;0,14;100,00
"270640 PAO DE ACUCAR";45,16;17,06;22,10;15,37;0,31;100,00
"270650 PASSO DE CAMARAGIBE";58,53;18,61;13,79;9,08;-;100,00
"270660 PAULO JACINTO";58,05;14,23;20,56;7,15;-;100,00
"270670 PENEDO";31,16;18,82;26,88;22,92;0,23;100,00
"270680 PIACABUCU";52,41;17,45;21,59;8,54;-;100,00
"270690 PILAR";43,63;21,86;20,35;14,07;0,10;100,00
"270700 PINDOBA";54,38;23,67;17,85;4,10;-;100,00
"270710 PIRANHAS";30,95;24,36;22,23;22,27;0,19;100,00
"270720 POCO DAS TRINCHEIRAS";44,79;34,12;14,90;6,19;-;100,00
"270730 PORTO CALVO";50,82;16,96;19,12;13,00;0,09;100,00
"270740 PORTO DE PEDRAS";57,91;19,35;16,57;6,09;0,08;100,00
"270750 PORTO REAL DO COLEGIO";52,71;21,09;18,34;7,68;0,18;100,00
"270760 QUEBRANGULO";55,48;19,63;16,14;8,74;-;100,00
"270770 RIO LARGO";31,03;19,34;29,22;20,34;0,06;100,00
"270780 ROTEIRO";58,38;20,07;16,41;5,14;-;100,00
"270790 SANTA LUZIA DO NORTE";28,43;23,80;31,62;15,97;0,18;100,00
"270800 SANTANA DO IPANEMA";43,26;19,47;22,82;14,41;0,05;100,00
"270810 SANTANA DO MUNDAU";61,77;15,80;15,25;7,18;-;100,00
"270820 SAO BRAS";55,38;19,30;15,95;9,38;-;100,00
"270830 SAO JOSE DA LAJE";50,81;19,02;19,76;10,41;-;100,00
"270840 SAO JOSE DA TAPERA";70,86;15,20;9,68;4,11;0,14;100,00
"270850 SAO LUIS DO QUITUNDE";65,14;14,47;12,40;7,91;0,09;100,00
"270860 SAO MIGUEL DOS CAMPOS";45,14;18,62;21,24;15,00;-;100,00
"270870 SAO MIGUEL DOS MILAGRES";41,21;28,57;21,85;8,26;0,11;100,00
"270880 SAO SEBASTIAO";59,99;19,27;14,78;5,81;0,15;100,00
"270890 SATUBA";34,97;20,82;24,32;19,82;0,07;100,00
"270895 SENADOR RUI PALMEIRA";53,80;25,21;16,88;3,43;0,68;100,00
"270900 TANQUE D'ARCA";55,33;22,25;15,63;6,80;-;100,00
"270910 TAQUARANA";60,20;16,44;16,58;6,38;0,40;100,00
"270915 TEOTONIO VILELA";54,85;18,08;20,46;6,56;0,05;100,00
"270920 TRAIPU";70,54;10,95;11,21;7,30;-;100,00
"270930 UNIAO DOS PALMARES";47,45;22,46;19,39;10,60;0,10;100,00
"270940 VICOSA";50,84;15,38;20,18;13,52;0,09;100,00
"280010 AMPARO DE SAO FRANCISCO";47,67;22,76;20,07;8,24;1,25;100,00
"280020 AQUIDABA";43,13;22,60;23,05;11,13;0,09;100,00
"280030 ARACAJU";11,96;14,18;30,31;43,42;0,14;100,00
"280040 ARAUA";37,34;34,98;19,45;8,22;-;100,00
"280050 AREIA BRANCA";51,93;17,21;23,39;7,16;0,31;100,00
"280060 BARRA DOS COQUEIROS";23,81;20,52;32,83;22,73;0,10;100,00
"280067 BOQUIM";37,69;22,33;24,27;15,71;-;100,00
"280070 BREJO GRANDE";43,96;29,54;19,43;7,07;-;100,00
"280100 CAMPO DO BRITO";50,11;17,84;22,82;9,23;-;100,00
"280110 CANHOBA";42,40;26,41;21,78;9,41;-;100,00
"280120 CANINDE DE SAO FRANCISCO";59,92;16,17;17,20;6,63;0,08;100,00
"280130 CAPELA";37,53;27,53;24,15;10,79;-;100,00
"280140 CARIRA";57,73;22,94;15,25;4,09;-;100,00
"280150 CARMOPOLIS";24,33;26,38;31,63;17,66;-;100,00
"280160 CEDRO DE SAO JOAO";28,40;22,70;25,13;23,62;0,15;100,00
"280170 CRISTINAPOLIS";57,12;17,97;16,85;8,05;-;100,00
"280190 CUMBE";42,49;26,43;21,75;9,13;0,20;100,00
"280200 DIVINA PASTORA";32,14;26,02;23,98;17,86;-;100,00
"280210 ESTANCIA";27,92;25,26;30,22;16,61;-;100,00
"280220 FEIRA NOVA";58,20;13,96;18,56;9,28;-;100,00
"280230 FREI PAULO";49,76;17,49;20,81;11,67;0,27;100,00
"280240 GARARU";49,87;25,22;17,57;7,33;-;100,00
"280250 GENERAL MAYNARD";20,44;32,57;30,28;16,70;-;100,00
"280260 GRACHO CARDOSO";44,48;26,44;21,05;8,04;-;100,00
"280270 ILHA DAS FLORES";45,20;19,79;24,91;10,09;-;100,00
"280280 INDIAROBA";51,49;25,36;19,66;3,49;-;100,00
"280290 ITABAIANA";36,00;24,29;26,55;13,09;0,07;100,00
"280300 ITABAIANINHA";55,16;21,86;14,50;8,48;-;100,00
"280310 ITABI";41,96;22,52;25,37;9,98;0,17;100,00
"280320 ITAPORANGA D'AJUDA";52,09;22,17;19,15;6,58;-;100,00
"280330 JAPARATUBA";31,10;26,20;28,95;13,46;0,29;100,00
"280340 JAPOATA";52,06;21,05;20,82;5,98;0,09;100,00
"280350 LAGARTO";38,70;24,56;24,60;12,15;-;100,00
"280360 LARANJEIRAS";29,85;25,14;28,48;16,52;-;100,00
"280370 MACAMBIRA";40,49;33,72;18,11;7,22;0,46;100,00
"280380 MALHADA DOS BOIS";47,89;13,93;21,60;16,58;-;100,00
"280390 MALHADOR";33,55;27,55;26,26;12,41;0,22;100,00
"280400 MARUIM";30,39;23,01;32,99;13,60;-;100,00
"280410 MOITA BONITA";41,83;24,15;25,51;8,52;-;100,00
"280420 MONTE ALEGRE DE SERGIPE";57,42;20,03;15,42;7,12;-;100,00
"280430 MURIBECA";40,90;26,75;22,85;9,50;-;100,00
"280440 NEOPOLIS";34,55;22,60;25,06;17,59;0,20;100,00
"280445 NOSSA SENHORA APARECIDA";62,04;16,46;15,78;5,72;-;100,00
"280450 NOSSA SENHORA DA GLORIA";44,51;24,04;21,28;10,17;-;100,00
"280460 NOSSA SENHORA DAS DORES";43,41;23,53;22,58;10,37;0,11;100,00
"280470 NOSSA SENHORA DE LOURDES";36,61;28,11;26,34;8,94;-;100,00
"280480 NOSSA SENHORA DO SOCORRO";23,41;18,75;34,92;22,83;0,09;100,00
"280490 PACATUBA";49,13;24,84;21,37;4,67;-;100,00
"280500 PEDRA MOLE";46,43;21,57;21,72;10,28;-;100,00
"280510 PEDRINHAS";35,29;26,30;24,47;13,94;-;100,00
"280520 PINHAO";56,98;13,96;18,53;10,53;-;100,00
"280530 PIRAMBU";28,67;33,13;24,65;13,23;0,33;100,00
"280540 POCO REDONDO";66,98;15,97;13,28;3,77;-;100,00
"280550 POCO VERDE";47,25;24,70;21,00;6,93;0,12;100,00
"280560 PORTO DA FOLHA";48,36;23,43;20,84;7,19;0,18;100,00
"280570 PROPRIA";27,43;19,05;29,03;24,16;0,33;100,00
"280580 RIACHAO DO DANTAS";55,32;21,73;17,32;5,40;0,23;100,00
"280590 RIACHUELO";32,50;24,89;26,30;16,32;-;100,00
"280600 RIBEIROPOLIS";41,07;24,54;23,02;11,37;-;100,00
"280610 ROSARIO DO CATETE";28,95;27,20;25,30;18,55;-;100,00
"280620 SALGADO";44,81;26,68;18,54;9,97;-;100,00
"280630 SANTA LUZIA DO ITANHY";56,37;26,92;12,86;3,85;-;100,00
"280650 SANTA ROSA DE LIMA";38,17;29,64;23,15;9,04;-;100,00
"280660 SANTO AMARO DAS BROTAS";39,42;19,12;28,31;13,14;-;100,00
"280670 SAO CRISTOVAO";24,84;21,05;33,47;20,46;0,18;100,00
"280680 SAO DOMINGOS";44,80;30,14;21,33;3,73;-;100,00
"280690 SAO FRANCISCO";37,75;32,17;20,00;10,07;-;100,00
"280700 SAO MIGUEL DO ALEIXO";66,29;16,29;10,99;6,43;-;100,00
"280710 SIMAO DIAS";43,84;24,41;20,82;10,74;0,20;100,00
"280720 SIRIRI";40,78;21,59;24,98;12,16;0,49;100,00
"280730 TELHA";43,88;23,38;23,54;9,20;-;100,00
"280740 TOBIAS BARRETO";47,34;24,00;20,69;7,93;0,05;100,00
"280750 TOMAR DO GERU";48,42;31,96;15,37;4,25;-;100,00
"280760 UMBAUBA";44,08;22,78;23,45;9,69;-;100,00
"290010 ABAIRA";38,25;29,84;22,73;9,18;-;100,00
"290020 ABARE";50,43;20,31;16,68;12,57;-;100,00
"290030 ACAJUTIBA";40,60;27,38;22,15;9,79;0,08;100,00
"290035 ADUSTINA";68,77;19,29;10,09;1,80;0,05;100,00
"290040 AGUA FRIA";50,81;31,78;14,30;3,11;-;100,00
"290050 ERICO CARDOSO";45,75;31,83;14,73;7,69;-;100,00
"290060 AIQUARA";51,89;25,46;16,69;5,95;-;100,00
"290070 ALAGOINHAS";20,30;18,80;31,81;29,06;0,03;100,00
"290080 ALCOBACA";45,30;25,45;20,09;9,16;-;100,00
"290090 ALMADINA";54,43;22,32;17,95;5,31;-;100,00
"290100 AMARGOSA";40,57;23,07;21,44;14,92;-;100,00
"290110 AMELIA RODRIGUES";27,30;22,09;31,71;18,91;-;100,00
"290115 AMERICA DOURADA";35,98;31,09;23,90;9,02;-;100,00
"290120 ANAGE";54,82;32,21;11,08;1,85;0,05;100,00
"290130 ANDARAI";50,50;26,78;16,15;6,58;-;100,00
"290135 ANDORINHA";59,31;27,74;10,20;2,59;0,15;100,00
"290140 ANGICAL";50,60;23,42;19,61;6,38;-;100,00
"290150 ANGUERA";45,79;25,36;21,34;7,50;-;100,00
"290160 ANTAS";55,29;25,28;12,62;6,81;-;100,00
"290170 ANTONIO CARDOSO";46,19;32,75;15,01;6,06;-;100,00
"290180 ANTONIO GONCALVES";41,08;29,09;22,61;7,22;-;100,00
"290190 APORA";55,09;23,36;15,05;6,49;-;100,00
"290195 APUAREMA";53,67;30,09;12,58;3,66;-;100,00
"290200 ARACATU";48,60;38,39;8,81;4,20;-;100,00
"290205 ARACAS";51,75;26,15;16,31;5,79;-;100,00
"290210 ARACI";62,63;16,88;12,51;7,98;-;100,00
"290220 ARAMARI";36,65;23,44;26,94;12,96;-;100,00
"290225 ARATACA";58,90;23,31;13,18;4,61;-;100,00
"290230 ARATUIPE";54,49;19,62;15,93;9,96;-;100,00
"290240 AURELINO LEAL";50,48;22,03;17,28;10,21;-;100,00
"290250 BAIANOPOLIS";45,48;32,62;18,10;3,79;-;100,00
"290260 BAIXA GRANDE";50,86;27,54;16,52;5,09;-;100,00
"290265 BANZAE";54,34;29,60;13,70;2,36;-;100,00
"290270 BARRA";49,62;23,20;14,72;12,46;-;100,00
"290280 BARRA DA ESTIVA";42,44;31,46;19,77;6,33;-;100,00
"290290 BARRA DO CHOCA";65,38;18,51;11,80;4,30;-;100,00
"290300 BARRA DO MENDES";31,95;27,05;28,81;12,08;0,11;100,00
"290310 BARRA DO ROCHA";51,88;29,19;13,56;5,38;-;100,00
"290320 BARREIRAS";27,04;18,56;33,02;21,32;0,07;100,00
"290323 BARRO ALTO";28,75;40,53;24,91;5,81;-;100,00
"290330 BARRO PRETO";51,27;21,65;21,56;5,52;-;100,00
"290340 BELMONTE";51,32;23,69;14,79;10,20;-;100,00
"290350 BELO CAMPO";53,75;27,93;14,15;4,07;0,09;100,00
"290360 BIRITINGA";42,12;35,63;16,06;6,19;-;100,00
"290370 BOA NOVA";74,20;14,95;6,56;4,29;-;100,00
"290380 BOA VISTA DO TUPIM";59,60;22,05;13,53;4,82;-;100,00
"290390 BOM JESUS DA LAPA";38,81;20,70;23,34;17,14;-;100,00
"290395 BOM JESUS DA SERRA";57,24;33,44;8,54;0,78;-;100,00
"290400 BONINAL";48,72;31,27;14,33;5,68;-;100,00
"290405 BONITO";34,60;44,74;14,90;5,77;-;100,00
"290410 BOQUIRA";47,63;22,51;21,69;8,17;-;100,00
"290420 BOTUPORA";57,82;22,19;13,77;6,22;-;100,00
"290430 BREJOES";49,42;27,16;16,35;7,07;-;100,00
"290440 BREJOLANDIA";47,22;26,72;21,85;4,22;-;100,00
"290450 BROTAS DE MACAUBAS";34,90;38,90;20,44;5,76;-;100,00
"290460 BRUMADO";35,03;21,11;25,88;17,95;0,03;100,00
"290470 BUERAREMA";42,74;26,25;20,58;10,43;-;100,00
"290475 BURITIRAMA";57,20;31,26;8,69;2,85;-;100,00
"290480 CAATIBA";57,47;24,83;12,87;4,83;-;100,00
"290485 CABACEIRAS DO PARAGUACU";50,74;26,47;18,01;4,79;-;100,00
"290490 CACHOEIRA";27,39;24,12;28,25;20,24;-;100,00
"290500 CACULE";39,04;25,18;21,57;14,20;-;100,00
"290510 CAEM";40,25;31,14;19,44;9,17;-;100,00
"290515 CAETANOS";61,85;32,88;4,65;0,62;-;100,00
"290520 CAETITE";42,20;25,18;21,13;11,49;-;100,00
"290530 CAFARNAUM";41,41;28,41;21,60;8,58;-;100,00
"290540 CAIRU";52,60;22,75;17,81;6,84;-;100,00
"290550 CALDEIRAO GRANDE";43,87;31,71;16,53;7,88;-;100,00
"290560 CAMACAN";43,48;24,41;21,86;10,25;-;100,00
"290570 CAMACARI";16,67;24,61;34,40;24,25;0,07;100,00
"290580 CAMAMU";51,60;25,98;15,93;6,50;-;100,00
"290590 CAMPO ALEGRE DE LOURDES";46,08;33,48;15,27;5,17;-;100,00
"290600 CAMPO FORMOSO";46,62;27,37;20,12;5,89;-;100,00
"290610 CANAPOLIS";56,40;18,63;17,65;7,32;-;100,00
"290620 CANARANA";31,08;41,08;19,53;8,31;-;100,00
"290630 CANAVIEIRAS";40,47;26,21;22,39;10,93;-;100,00
"290640 CANDEAL";40,85;26,26;21,89;11,00;-;100,00
"290650 CANDEIAS";20,44;22,60;36,13;20,78;0,06;100,00
"290660 CANDIBA";34,36;34,71;21,56;9,38;-;100,00
"290670 CANDIDO SALES";52,54;23,25;20,04;4,17;-;100,00
"290680 CANSANCAO";64,43;18,66;11,79;5,12;-;100,00
"290682 CANUDOS";48,02;27,64;16,07;8,27;-;100,00
"290685 CAPELA DO ALTO ALEGRE";50,49;21,89;22,31;5,32;-;100,00
"290687 CAPIM GROSSO";45,92;18,40;25,55;9,97;0,15;100,00
"290689 CARAIBAS";65,56;28,15;5,78;0,51;-;100,00
"290690 CARAVELAS";65,74;11,04;15,76;7,45;-;100,00
"290700 CARDEAL DA SILVA";41,63;28,38;22,75;7,24;-;100,00
"290710 CARINHANHA";52,71;22,78;16,68;7,83;-;100,00
"290720 CASA NOVA";50,55;23,51;18,52;7,41;-;100,00
"290730 CASTRO ALVES";49,08;18,16;20,12;12,64;-;100,00
"290740 CATOLANDIA";48,51;25,77;19,59;6,13;-;100,00
"290750 CATU";24,47;20,50;37,02;18,01;-;100,00
"290755 CATURAMA";57,80;27,08;11,90;3,22;-;100,00
"290760 CENTRAL";32,64;20,25;31,50;15,61;-;100,00
"290770 CHORROCHO";43,92;26,97;17,93;11,17;-;100,00
"290780 CICERO DANTAS";56,79;17,66;17,58;7,97;-;100,00
"290790 CIPO";39,93;25,65;18,58;15,84;-;100,00
"290800 COARACI";45,01;20,56;20,14;14,29;-;100,00
"290810 COCOS";55,26;26,17;13,40;5,16;-;100,00
"290820 CONCEICAO DA FEIRA";34,38;23,16;31,26;11,19;-;100,00
"290830 CONCEICAO DO ALMEIDA";42,62;20,63;23,37;13,38;-;100,00
"290840 CONCEICAO DO COITE";40,10;30,57;20,30;9,03;-;100,00
"290850 CONCEICAO DO JACUIPE";23,12;29,39;30,02;17,47;-;100,00
"290860 CONDE";55,39;19,80;16,56;8,24;-;100,00
"290870 CONDEUBA";47,61;31,87;16,11;4,41;-;100,00
"290880 CONTENDAS DO SINCORA";49,17;19,97;18,90;11,97;-;100,00
"290890 CORACAO DE MARIA";46,84;21,28;21,03;10,84;-;100,00
"290900 CORDEIROS";55,12;28,70;13,05;3,13;-;100,00
"290910 CORIBE";54,01;17,96;19,02;9,00;-;100,00
"290920 CORONEL JOAO SA";85,92;6,69;5,78;1,60;-;100,00
"290930 CORRENTINA";50,74;25,52;16,90;6,84;-;100,00
"290940 COTEGIPE";58,16;20,25;15,62;5,96;-;100,00
"290950 CRAVOLANDIA";57,13;23,13;13,16;6,58;-;100,00
"290960 CRISOPOLIS";56,36;24,39;15,43;3,82;-;100,00
"290970 CRISTOPOLIS";54,86;21,89;16,43;6,81;-;100,00
"290980 CRUZ DAS ALMAS";24,40;21,99;27,96;25,65;-;100,00
"290990 CURACA";46,49;28,39;17,12;7,99;-;100,00
"291000 DARIO MEIRA";62,67;23,43;9,99;3,72;0,20;100,00
"291005 DIAS D'AVILA";17,24;20,37;37,99;24,40;-;100,00
"291010 DOM BASILIO";48,18;23,26;19,82;8,74;-;100,00
"291020 DOM MACEDO COSTA";42,75;26,10;24,69;6,46;-;100,00
"291030 ELISIO MEDRADO";43,79;28,78;20,35;7,08;-;100,00
"291040 ENCRUZILHADA";62,79;20,78;11,97;4,47;-;100,00
"291050 ENTRE RIOS";39,01;24,90;27,60;8,49;-;100,00
"291060 ESPLANADA";42,28;19,14;24,64;13,94;-;100,00
"291070 EUCLIDES DA CUNHA";59,22;20,60;13,57;6,60;-;100,00
"291072 EUNAPOLIS";33,63;20,84;26,41;19,12;-;100,00
"291075 FATIMA";62,32;21,51;11,50;4,67;-;100,00
"291077 FEIRA DA MATA";42,28;25,60;26,25;5,87;-;100,00
"291080 FEIRA DE SANTANA";19,15;19,57;31,26;29,97;0,05;100,00
"291085 FILADELFIA";50,84;32,46;13,89;2,82;-;100,00
"291090 FIRMINO ALVES";46,12;22,22;21,02;10,65;-;100,00
"291100 FLORESTA AZUL";40,36;26,10;21,94;11,60;-;100,00
"291110 FORMOSA DO RIO PRETO";45,19;21,93;17,60;15,27;-;100,00
"291120 GANDU";36,41;25,41;23,13;15,05;-;100,00
"291125 GAVIAO";50,03;27,24;16,33;6,41;-;100,00
"291130 GENTIO DO OURO";59,71;23,88;11,44;4,98;-;100,00
"291140 GLORIA";47,72;33,13;13,24;5,92;-;100,00
"291150 GONGOGI";46,99;28,59;16,56;7,85;-;100,00
"291160 GOVERNADOR MANGABEIRA";31,36;29,61;27,59;11,43;-;100,00
"291165 GUAJERU";52,98;29,32;15,64;2,06;-;100,00
"291170 GUANAMBI";33,46;22,95;25,88;17,68;0,02;100,00
"291180 GUARATINGA";58,05;23,96;13,26;4,73;-;100,00
"291185 HELIOPOLIS";65,28;19,85;10,75;4,03;0,09;100,00
"291190 IACU";55,05;17,56;17,78;9,52;0,09;100,00
"291200 IBIASSUCE";38,01;31,43;23,21;7,34;-;100,00
"291210 IBICARAI";41,53;21,84;23,15;13,48;-;100,00
"291220 IBICOARA";45,67;31,55;16,44;6,34;-;100,00
"291230 IBICUI";49,66;24,97;18,26;7,10;-;100,00
"291240 IBIPEBA";43,19;20,59;27,29;8,92;-;100,00
"291250 IBIPITANGA";47,39;38,48;11,07;3,03;0,02;100,00
"291260 IBIQUERA";44,65;34,49;15,54;5,32;-;100,00
"291270 IBIRAPITANGA";57,88;22,17;13,55;6,39;-;100,00
"291280 IBIRAPUA";43,16;22,64;23,99;10,21;-;100,00
"291290 IBIRATAIA";46,07;27,36;16,81;9,76;-;100,00
"291300 IBITIARA";45,27;33,16;15,13;6,38;0,06;100,00
"291310 IBITITA";32,86;30,84;26,65;9,64;-;100,00
"291320 IBOTIRAMA";36,82;28,27;24,71;10,20;-;100,00
"291330 ICHU";26,04;25,70;27,67;20,58;-;100,00
"291340 IGAPORA";41,11;21,89;26,04;10,96;-;100,00
"291345 IGRAPIUNA";59,77;20,16;15,32;4,75;-;100,00
"291350 IGUAI";59,79;19,83;14,66;5,72;-;100,00
"291360 ILHEUS";34,69;20,10;25,19;19,99;0,02;100,00
"291370 INHAMBUPE";47,80;25,26;19,07;7,86;-;100,00
"291380 IPECAETA";45,52;37,59;14,74;2,16;-;100,00
"291390 IPIAU";37,81;20,83;22,62;18,74;-;100,00
"291400 IPIRA";50,48;28,98;14,48;6,03;0,04;100,00
"291410 IPUPIARA";30,88;31,61;29,74;7,77;-;100,00
"291420 IRAJUBA";52,04;30,26;14,26;3,44;-;100,00
"291430 IRAMAIA";56,50;23,61;13,87;6,02;-;100,00
"291440 IRAQUARA";35,77;29,51;25,85;8,87;-;100,00
"291450 IRARA";38,04;28,84;22,62;10,50;-;100,00
"291460 IRECE";26,35;20,69;31,16;21,77;0,03;100,00
"291465 ITABELA";45,41;24,72;22,34;7,54;-;100,00
"291470 ITABERABA";34,44;25,86;25,40;14,26;0,04;100,00
"291480 ITABUNA";23,74;17,33;31,07;27,86;0,01;100,00
"291490 ITACARE";57,11;25,25;12,56;5,08;-;100,00
"291500 ITAETE";64,03;19,64;11,80;4,53;-;100,00
"291510 ITAGI";49,70;30,07;14,72;5,52;-;100,00
"291520 ITAGIBA";55,60;22,68;12,28;9,44;-;100,00
"291530 ITAGIMIRIM";50,35;23,42;17,79;8,44;-;100,00
"291535 ITAGUACU DA BAHIA";61,13;20,49;14,98;3,40;-;100,00
"291540 ITAJU DO COLONIA";48,75;22,25;20,50;8,49;-;100,00
"291550 ITAJUIPE";40,39;23,80;21,00;14,81;-;100,00
"291560 ITAMARAJU";42,34;22,23;23,57;11,85;-;100,00
"291570 ITAMARI";55,91;17,82;16,53;9,64;0,10;100,00
"291580 ITAMBE";47,86;20,68;21,10;10,36;-;100,00
"291590 ITANAGRA";52,27;21,05;17,69;9,00;-;100,00
"291600 ITANHEM";43,08;23,44;22,72;10,75;-;100,00
"291610 ITAPARICA";17,71;23,42;37,26;21,61;-;100,00
"291620 ITAPE";48,25;22,30;23,90;5,54;-;100,00
"291630 ITAPEBI";62,77;19,65;14,07;3,36;0,15;100,00
"291640 ITAPETINGA";31,86;21,26;26,58;20,30;-;100,00
"291650 ITAPICURU";64,65;23,77;9,12;2,42;0,04;100,00
"291660 ITAPITANGA";45,85;26,21;18,33;9,61;-;100,00
"291670 ITAQUARA";59,62;23,56;11,24;5,58;-;100,00
"291680 ITARANTIM";47,13;25,60;18,10;9,17;-;100,00
"291685 ITATIM";52,97;22,20;18,88;5,95;-;100,00
"291690 ITIRUCU";47,99;23,66;19,96;8,38;-;100,00
"291700 ITIUBA";49,02;31,30;15,43;4,25;-;100,00
"291710 ITORORO";49,16;18,02;19,73;13,10;-;100,00
"291720 ITUACU";56,40;21,46;13,96;8,18;-;100,00
"291730 ITUBERA";47,28;19,81;20,15;12,76;-;100,00
"291733 IUIU";53,98;23,99;16,32;5,71;-;100,00
"291735 JABORANDI";50,02;28,68;16,10;5,20;-;100,00
"291740 JACARACI";46,96;21,96;25,74;5,34;-;100,00
"291750 JACOBINA";34,27;23,60;24,06;18,07;-;100,00
"291760 JAGUAQUARA";51,81;21,70;17,16;9,31;0,02;100,00
"291770 JAGUARARI";43,52;22,65;22,54;11,29;-;100,00
"291780 JAGUARIPE";53,82;23,52;16,48;6,17;-;100,00
"291790 JANDAIRA";58,72;21,29;13,81;6,19;-;100,00
"291800 JEQUIE";37,24;18,15;25,35;19,23;0,01;100,00
"291810 JEREMOABO";60,57;19,87;14,80;4,76;-;100,00
"291820 JIQUIRICA";46,15;31,92;15,55;6,37;-;100,00
"291830 JITAUNA";56,46;21,65;15,91;5,98;-;100,00
"291835 JOAO DOURADO";40,64;27,28;23,60;8,48;-;100,00
"291840 JUAZEIRO";26,05;20,96;30,87;22,08;0,03;100,00
"291845 JUCURUCU";66,93;20,39;10,06;2,61;-;100,00
"291850 JUSSARA";39,27;27,42;25,61;7,70;-;100,00
"291855 JUSSARI";47,35;21,44;22,76;8,44;-;100,00
"291860 JUSSIAPE";36,93;28,81;21,41;12,84;-;100,00
"291870 LAFAIETE COUTINHO";52,18;27,25;16,83;3,73;-;100,00
"291875 LAGOA REAL";57,10;24,64;16,78;1,48;-;100,00
"291880 LAJE";47,05;28,78;19,54;4,64;-;100,00
"291890 LAJEDAO";40,15;18,66;27,96;13,23;-;100,00
"291900 LAJEDINHO";47,89;35,99;13,07;3,05;-;100,00
"291905 LAJEDO DO TABOCAL";52,00;30,76;14,99;2,24;-;100,00
"291910 LAMARAO";51,16;26,20;17,78;4,86;-;100,00
"291915 LAPAO";34,45;25,21;27,46;12,88;-;100,00
"291920 LAURO DE FREITAS";16,92;20,52;34,13;28,41;0,02;100,00
"291930 LENCOIS";43,04;25,12;19,24;12,60;-;100,00
"291940 LICINIO DE ALMEIDA";41,68;21,67;27,09;9,57;-;100,00
"291950 LIVRAMENTO DE NOSSA SENHORA";40,61;24,01;20,71;14,66;-;100,00
"291960 MACAJUBA";53,00;28,64;14,02;4,33;-;100,00
"291970 MACARANI";64,29;10,52;14,38;10,81;-;100,00
"291980 MACAUBAS";57,74;21,22;14,54;6,51;-;100,00
"291990 MACURURE";46,47;30,87;9,49;13,17;-;100,00
"291992 MADRE DE DEUS";9,95;25,57;39,59;24,89;-;100,00
"291995 MAETINGA";61,83;27,10;10,09;0,98;-;100,00
"292000 MAIQUINIQUE";41,69;28,94;19,48;9,89;-;100,00
"292010 MAIRI";42,16;26,63;25,32;5,89;-;100,00
"292020 MALHADA";59,58;19,61;17,17;3,64;-;100,00
"292030 MALHADA DE PEDRAS";54,35;29,10;13,32;3,23;-;100,00
"292040 MANOEL VITORINO";57,09;23,01;16,60;3,30;-;100,00
"292045 MANSIDAO";38,39;37,17;20,46;3,97;-;100,00
"292050 MARACAS";51,62;27,42;13,88;7,08;-;100,00
"292060 MARAGOGIPE";45,45;19,56;22,49;12,50;-;100,00
"292070 MARAU";63,28;21,99;9,94;4,79;-;100,00
"292080 MARCIONILIO SOUZA";57,07;27,01;12,40;3,52;-;100,00
"292090 MASCOTE";57,04;24,32;14,86;3,78;-;100,00
"292100 MATA DE SAO JOAO";30,04;20,93;30,63;18,21;0,19;100,00
"292105 MATINA";56,83;21,58;16,68;4,92;-;100,00
"292110 MEDEIROS NETO";40,67;21,41;26,96;10,96;-;100,00
"292120 MIGUEL CALMON";43,22;23,60;21,04;12,06;0,08;100,00
"292130 MILAGRES";40,00;26,86;21,81;11,32;-;100,00
"292140 MIRANGABA";56,05;28,22;11,46;4,28;-;100,00
"292145 MIRANTE";68,13;24,07;6,97;0,83;-;100,00
"292150 MONTE SANTO";81,08;9,17;6,63;3,06;0,06;100,00
